,Unnamed: 0,X,Y,class,ID,X_utm,Y_utm,B1,B2,B3,B4,B5,B6,B7,NDVI,NDWI,NDBI
113,279,75.8529209001697,26.9858204557584,2.0,280,584635.1708431023,2985150.5960054696,7530,7801,8515,8409,8625,8257,8155,0.0126805213103204,3.81715285880978,3.860206136713637
114,144,75.874770138364,26.8933647955133,1.0,145,586874.2071476303,2974924.495018165,7792,8173,9068,8881,15010,12106,10072,0.2565401197103501,2.4750394551042345,2.30978020356984
115,218,75.7502479376827,26.8992521187293,4.0,219,574503.4772518729,2975497.2612763927,10194,11089,12059,12834,14911,14787,13424,0.0748603351955304,2.3242120875046264,2.2025725638090035
116,50,75.7842735202844,26.8444264685525,4.0,51,577920.08932924,2969445.0607794933,10039,10448,11688,12286,14958,16203,15045,0.0980766407282333,2.336786009157088,0.0399537883893326
117,30,75.8108975488682,26.8726376076077,1.0,31,580545.3941468655,2972586.4573584814,8067,8322,9096,8923,15618,12098,9985,0.2728087689988172,2.3878773165007594,2.237552316351558
118,62,75.7825635750726,26.8389915657098,4.0,63,577753.9072187889,2968842.026235748,8874,9449,10631,11049,13852,13704,12577,0.112565760411228,2.545235469509445,2.372913340107409
119,145,75.8723619868803,26.8920696552196,1.0,146,586636.0284931592,2974779.3890576647,7832,8174,9113,8824,15463,11824,9817,0.2733561164408932,2.408284505208324,2.2683695532671155
120,251,75.7586799737302,26.93225102618,3.0,252,575318.940363708,2979157.3295267806,8879,9221,10608,10324,19841,16481,12712,0.3154980938173369,1.8490919242011168,1.7118000110126046
121,200,75.7524221852833,26.8979952751796,4.0,201,574720.2257249209,2975359.330232745,8883,9730,11189,11831,13801,14762,13427,0.076857053682896,2.51796718687474,0.0336449252529495
122,82,75.777446115455,26.8371535405315,4.0,83,577246.6755165487,2968635.316039748,8966,9829,11335,11974,14407,14582,13296,0.0922254652969937,2.4265402843601804,0.0060367725689054
123,95,75.6801579844409,26.8093434769907,2.0,96,567596.3836657666,2965499.5284140813,8015,8428,9419,9559,13006,12714,11151,0.1527586970972738,2.762497212931984,2.5367029548989017
124,265,75.7726835445478,26.9903306348659,4.0,266,576669.8757136718,2985598.907762766,9311,9901,11271,11895,13050,13768,13426,0.046301864101022,2.621479379959695,0.0267730628682227
125,242,75.7613709997911,26.9232621537879,1.0,243,575592.0968172137,2978163.292470823,7985,8266,9013,8842,14418,12327,10246,0.2397248495270841,2.566301054159009,2.372219106375015
126,74,75.7800166036051,26.8385984787181,2.0,75,577501.1036580071,2968796.928695905,9991,10313,11780,12253,13159,11742,11001,0.0356524476625215,2.572557039175578,2.5749568290430003
127,178,75.7537340730761,26.8911606150005,4.0,179,574855.0139902674,2974603.075828827,8647,9495,11139,11702,13592,14065,12696,0.0747212777733847,2.550766244793973,0.0171023610659145
128,80,75.7776495999277,26.8364770921494,4.0,81,577267.3534984731,2968560.5146544995,9137,9964,11495,12270,13939,14637,13772,0.0636804151245752,2.480616497601626,0.0244260918253078
129,255,75.7867375816705,26.9843530198326,4.0,256,578068.5713343803,2984945.409653165,9747,10723,12405,13158,13788,16759,17198,0.0233800935203739,2.4492421639369204,0.0972599600615441
130,225,75.7489314628697,26.8948531663053,4.0,226,574375.6214859791,2975009.2453053086,7914,9209,11476,12460,13999,15039,14549,0.0581654635473749,2.473523061825309,0.0358151387836626
131,125,75.9016966974639,26.8965705252242,1.0,126,589545.9092327887,2975298.3340059808,8242,8599,9663,10233,14351,13427,12071,0.1675073218353394,2.5338552511035126,2.3260133918928565
132,183,75.7521561381085,26.896362295969,4.0,184,574694.8789132761,2975178.2991777267,9450,10221,11441,12131,14050,14438,13989,0.0732974294335584,2.468596759640648,0.0136197697276045
133,215,75.7498396928801,26.8989080922103,4.0,216,574463.1606989398,2975458.915651829,9071,9726,10971,11629,14794,13864,12523,0.1197820080990042,2.395226081894033,2.2543792309302737
134,132,75.9040643758134,26.8890728771175,4.0,133,589786.9785730278,2974469.528012879,9894,10516,12097,12939,14889,15662,14050,0.0700733074601118,2.325057437189645,0.0253019541095217
135,5,75.8261635319702,26.9334758155231,2.0,6,582017.8367197503,2979334.9653314976,7021,7619,8986,8529,10189,9059,8706,0.0886846885350994,3.3550456323337507,3.3461138819617453
136,137,75.891811375511,26.888402587087,4.0,138,588570.5380130336,2974386.656641404,8837,9606,10842,11933,13916,14035,12869,0.0767147665286855,2.522901688343152,0.0042574505384422
137,10,75.8443145951973,26.953817567225,2.0,11,583804.8243457709,2981600.02840788,7328,7629,8272,8122,8186,7960,7805,0.00392445425558,0.0052254222870336,4.044964697138585
138,165,75.8663346482432,26.892661922235,4.0,166,586036.965392322,2974840.882980253,8043,8686,10115,10552,13761,13686,12701,0.1319870028379873,2.5921427374769537,2.384996538783829
139,63,75.786587705228,26.8422166185914,4.0,64,578151.5370885348,2969201.7146660336,9087,9655,10349,10676,14562,15419,14031,0.1539741659402482,2.461683593593182,0.0285847703545577
140,140,75.8915206397748,26.8955619545909,3.0,141,588536.080501473,2975179.464179649,10057,10773,12681,14343,16043,18118,17420,0.0559468176133744,2.164531402311648,0.0607417815637713
141,252,75.7597366593562,26.9292077715771,3.0,253,575425.8723502158,2978820.876458338,8609,9018,10332,10435,18022,15135,12397,0.266612784200723,2.040135430627065,1.8894652712850923
142,115,75.9219285807168,26.9263334424379,3.0,116,591531.1922244313,2978609.5298619,8959,9608,11127,12148,17043,18819,16172,0.1676886711657697,2.1164359247426265,0.0495231721599463
143,96,75.6857762749152,26.7998356008034,2.0,97,568160.4484126417,2964449.429847253,9229,9827,11315,11844,14144,15293,14513,0.0885023857164842,2.4630582505204357,0.0390325101063286
144,124,75.9059767314034,26.8938082338165,1.0,125,589973.1616035,2974995.400240904,7657,8097,9051,8919,14340,12267,10152,0.2330710692635099,2.575648753794184,2.3851993836208427
145,190,75.7553028340031,26.8965090806172,3.0,191,575007.2837581583,2975196.4173556063,8645,9060,10492,11359,14253,15634,15033,0.1129939091051065,2.496463932107486,0.0462073811356106
146,176,75.7561376716894,26.8961604670778,4.0,177,575090.4228556346,2975158.2984949504,8646,9511,11011,11691,13646,14505,12954,0.0771598847535222,2.551040272539228,0.0305140137117685
147,185,75.755174397436,26.8920871930919,3.0,186,574997.4488745487,2974706.558599693,8093,8536,9903,9782,18332,12799,10730,0.3041189442982133,2.022560651673448,1.9274356750505863
148,298,75.8727521615344,26.9214616985176,1.0,299,586652.335677771,2978035.2767224587,8241,8534,9279,9453,13559,13692,11491,0.178428645923865,2.6821963394342645,0.0048805548420241
149,135,75.8986436653117,26.887766602664,4.0,136,589249.6218204116,2974321.006965542,9067,9683,10790,11303,14072,13696,12610,0.1091231527093591,2.50398198053253,2.346585998271383
150,14,75.8082244727911,26.9054741596554,3.0,15,580256.6651878546,2976221.8697877,8380,8610,9637,9302,17076,14427,11264,0.2947152930472352,2.174858683038213,1.9962225819763133
151,70,75.7804675131625,26.835191606507,2.0,71,577548.2276160755,2968419.849566009,8583,9120,9930,10135,11998,10917,10331,0.0841729544119636,2.894381612550151,2.812786384464313
152,291,75.8268220516174,26.9608636709845,1.0,292,582063.3743283923,2982369.01419281,8769,8865,9168,9531,13767,14324,11865,0.181818181818181,2.6569435360802154,0.019828414794774
153,171,75.7578990874671,26.8934449510872,2.0,172,575267.1512399733,2974858.5645558937,8024,8542,9462,9682,10311,10823,10309,0.0314610113539737,3.271481312901415,0.0242263650988926
154,256,75.7839480279883,26.9808992867022,4.0,257,577794.1265839793,2984561.1348948576,10921,11863,13297,13851,14185,18503,18722,0.0119132543872163,2.352376100720463,0.1320974057758194
155,127,75.9020457782462,26.8950224278419,4.0,128,589581.7988805933,2975127.104755603,8378,9195,10647,11176,12891,13687,12855,0.0712594008393232,2.6889285410824937,0.0299495823613513
156,239,75.7569892767285,26.9252346336232,1.0,240,575155.7388068464,2978379.1614340898,8062,8305,9109,8831,14371,11500,9600,0.2387725196103774,2.5670357751277577,2.422210196745381
157,280,75.8521865088999,26.985522109305,2.0,281,584562.5172110205,2985117.057190184,8076,8495,9621,10080,11941,11236,10678,0.0845102402252391,2.9318245060754897,2.797212754023373
158,47,75.7841355611196,26.8415823873104,3.0,48,577908.3289976951,2969129.9573068023,8306,8439,9539,8928,20182,11901,9832,0.3866025420817575,1.8469432387873832,1.7845899697659142
159,281,75.853471693622,26.9848565672168,2.0,282,584690.5500702072,2985044.199043264,7439,7798,8446,8305,8639,8495,8183,0.0197119924457033,3.8245829675153424,3.816505194350393
160,13,75.8076510062699,26.9057119384569,3.0,14,580199.5497233024,2976247.843771131,8615,8892,10193,9827,19972,15638,11990,0.3404476660290602,1.8484004641140332,1.7186745296265045
161,162,75.8652836343067,26.8938039194676,4.0,163,585931.7187755074,2974966.662826068,8700,9420,10593,11132,13807,13913,12673,0.1072617185933673,2.554180327868842,0.0038239538239538
162,243,75.7577500903793,26.917175644582,1.0,244,575236.6222476539,2977486.970028887,7888,8206,9230,8800,15150,11916,9843,0.2651356993736941,2.4452830188679147,2.301854725485841
163,267,75.7864453427133,26.9914995906946,4.0,268,578034.6400847769,2985736.8202681374,8356,8754,9786,10091,11356,13774,11634,0.0589826082902034,3.0255415760098243,0.0962196577795459
164,216,75.7481654304872,26.8993530331749,4.0,217,574296.6005410419,2975507.2153366767,8704,9627,10791,11562,13355,13692,12978,0.0719589035598183,2.607968193489594,0.0124597922135541
165,290,75.8408109175819,26.9842561635141,1.0,291,583434.6020815193,2984969.265026283,8614,8780,9288,9725,13849,14362,12012,0.1749384915584959,2.635389203440366,0.0181843961575271
166,250,75.7545659443595,26.9337022077731,3.0,251,574909.5418001723,2979315.6248508915,8694,9041,10354,10524,16817,15612,13035,0.2301671482389077,2.1741194656067053,1.9837491134478336
167,263,75.7724178727685,26.9756389854729,4.0,264,576653.4679361649,2983971.4274295284,8435,9141,10140,10662,11983,12616,12224,0.058335173327445,2.879039913212481,0.0257327533639577
168,114,75.9220436385104,26.9173972871339,3.0,115,591549.8288874876,2977619.786521632,7881,8281,9801,9289,18572,11713,9817,0.3331897634686467,2.0006696507242734,1.9374938088162397
169,32,75.81432248514,26.8708222703612,1.0,33,580886.8939977901,2972387.564743502,8061,8350,9083,8819,15540,11767,9638,0.2759144464058448,2.3993420785444406,2.261801003405712
170,91,75.7670271604966,26.8258677142215,3.0,92,576218.9698740209,2967378.9702583053,7779,8022,9098,8544,20963,12105,9816,0.4208831802623092,1.7854030138717882,1.7139833071247077
171,150,75.8771681715641,26.8900257619435,4.0,151,587114.9302742225,2974556.293358416,9208,9759,11202,11812,14103,14487,13641,0.0884043989967197,2.475202529144428,0.0134312696747113
172,248,75.7507336978224,26.9291514150103,3.0,249,574532.0740871459,2978809.2979639773,9112,9498,11155,11124,20357,17102,13739,0.2932880149931696,1.787699923838532,1.662644491310495
173,143,75.8746487189614,26.8917357518626,1.0,144,586863.3943427457,2974743.970407484,7809,8098,9090,8672,16007,11849,9697,0.2972162567364954,2.33569749372434,2.2034032165422093
174,102,75.9344315276227,26.9279826041463,2.0,103,592771.2292615643,2978801.309840532,7278,7542,8044,7923,8067,7911,7776,0.0090056285178235,4.066352181739159,4.091876329953661
175,54,75.785589438471,26.8465383049971,3.0,55,578049.3864788484,2969679.782971314,8524,8944,10173,10566,15995,15083,12800,0.2043974247957524,2.2819474166921343,2.079413089645402
176,139,75.8964994892572,26.8943263277121,3.0,140,589031.518130283,2975046.0896775858,9126,9355,9900,10542,13643,16400,14008,0.1282199710564394,2.624686743405672,0.0917684651998798
177,93,75.6944738207457,26.8046975829446,2.0,94,569021.9937644425,2964992.6427226136,6904,7475,8342,8222,8961,8054,7856,0.0430076238142347,3.751777148471342,3.798354393182464
178,52,75.7818008675627,26.8459440193644,3.0,53,577673.3784473842,2969611.632879429,8378,8603,9568,9528,14598,12567,10906,0.2101467296692356,2.5037656211205723,2.337750782256572
179,7,75.8466938995474,26.9599407769495,2.0,8,584036.4552296312,2982279.849849759,7306,7608,8274,8161,8315,7989,7790,0.0093469288662296,3.9480981373198873,3.999631992149141
180,261,75.7743041424013,26.9800757041865,4.0,262,576837.6519669835,2984464.006114081,8437,9002,10161,10607,12182,12475,12196,0.0691122910175959,2.842724790762195,0.0118830352435413
181,99,75.6937715344364,26.8004298430651,2.0,100,568954.7743215015,2964519.5624318947,7214,7633,8516,8243,8747,8014,7829,0.0296645085344318,3.7829461854833824,3.8662967603364726
182,304,75.8429092474766,26.861620438558,1.0,305,583733.322183085,2971386.893746457,8292,8593,9390,9458,14933,14108,11571,0.2244680414907129,2.4665131768285065,2.2282634895492506
183,286,75.8324175980032,26.9736867981187,1.0,287,582609.4055674484,2983793.0220388486,8596,8693,9030,9191,13110,13130,11274,0.1757320299538129,2.7757904245709,0.0007621951219512
184,149,75.8753165256754,26.890592385822,4.0,150,586930.5940101859,2974617.783420575,8860,9640,10891,11693,14454,14604,13545,0.1055952881783757,2.445176563424729,0.0051620896138756
185,58,75.7852022547031,26.8415900040387,3.0,59,578014.3098080617,2969131.456381261,8504,8774,10049,9796,19882,14700,11998,0.3398476986319821,1.86104707493902,1.7452431900988905
186,276,75.8432184133954,27.0106326850211,2.0,277,583653.9906300055,2987892.486896714,7834,8052,8517,8395,8399,8138,7895,0.0002381803024889,0.0069756443603688,3.947209288262661
187,198,75.750110327075,26.898435629124,4.0,199,574490.3470354956,2975406.743272205,8627,9428,10987,11507,14196,14564,13212,0.1046181379605489,2.474963268871848,0.0127955493741306
188,254,75.7570456332952,26.9256432187319,1.0,255,575161.0634222069,2978424.451340916,8040,8310,9156,8898,14144,11767,9826,0.2276712090964316,2.598626609442049,2.4375361815445085
189,163,75.8649197011227,26.8938509797931,4.0,164,585895.5391718326,2974971.6285896813,8773,9535,10769,11655,13297,13816,13086,0.0658063481885217,2.618133466300995,0.0191421089514254
190,12,75.8050774004187,26.9021732304114,3.0,13,579946.4735808285,2975854.253885406,9026,9071,10052,9589,20044,15671,11902,0.3528161171666711,1.8455608718766556,1.712529749405007
191,110,75.9458222491904,26.9276374307655,3.0,111,593902.4571821487,2978771.4806175213,7654,7945,9063,8452,20437,11896,9415,0.4148637889854256,1.8359999999999936,1.7627501314446488
192,283,75.8187355789181,26.9724345724357,1.0,284,581252.4411485142,2983645.4434974906,8416,8505,8820,8962,12646,12305,10458,0.1704924102184368,2.8747787198360064,2.612921325798555
193,4,75.8242907465778,26.9329321036349,2.0,5,581832.2997724467,2979273.528039676,7293,7714,8902,8389,8426,8108,8002,0.0022004162949747,0.0274699907663895,3.944478045240088
194,107,75.9302894470526,26.9148660156745,2.0,108,592370.6598300014,2977345.398437126,7285,7520,8071,7901,8032,7882,7752,0.0082219293290654,0.0024219089610631,4.108709312554957
195,46,75.7841143366328,26.8435881013207,3.0,47,577904.8472275215,2969352.103005276,8728,8941,10133,9911,19946,14883,11931,0.3361020866128535,1.8525549386615183,1.7362829825719894
196,111,75.9463975381584,26.9219228936827,3.0,112,593964.3105736886,2978138.925692432,9521,10302,12353,14406,18014,19110,17194,0.1112893275755703,1.971712714459769,0.0295226807456092
197,113,75.9442497926777,26.9094199467768,3.0,114,593761.390139733,2976752.420863271,7610,7893,8946,8461,18256,11663,9454,0.3666205037990779,2.0669803690905004,1.9700858985928609
198,11,75.8495280709057,26.9563368306545,2.0,12,584320.4493824439,2981882.5439735856,7509,7760,8312,8136,8172,7851,7690,0.0022075055187637,0.0084930842028633,4.070086750296423
199,228,75.7472709615376,26.8951788447434,4.0,229,574210.5003822426,2975044.344420163,8760,9291,10514,10771,14859,14367,12988,0.1595005852516576,2.411658061719141,2.2255525901594395
200,296,75.8701875361076,26.9307098932386,1.0,297,586390.6460300253,2979057.905037468,8256,8501,9267,9251,13983,13575,11335,0.203667039683222,2.615913978494613,2.363306480876688
201,174,75.7573853411986,26.892178933497,2.0,175,575216.9677000213,2974718.031103777,8186,8656,9462,9604,10006,10299,9953,0.0204997450280468,3.3384014793507126,0.0144299433637034
202,235,75.7488718316064,26.8940091545785,3.0,236,574370.2521123434,2974915.724873382,9057,9585,11008,11947,15994,16315,14710,0.1448409147847244,2.242426486926886,0.0099353121421275
203,118,75.9039733112615,26.8954777506014,1.0,119,589772.8708590405,2975178.90382932,7903,8255,9080,9013,13869,12282,10318,0.212219211607376,2.647043444158776,2.445374937860876
204,100,75.6827510415829,26.803833230564,2.0,101,567857.3776739886,2964890.59128333,7935,8297,9158,9344,11697,11626,10274,0.1118292856803378,3.0207144569647424,2.806885906615775
205,297,75.8698766724195,26.9360722918584,1.0,298,586355.6976760407,2979651.6627770443,8106,8378,8914,9040,12801,12462,10676,0.1721990751339216,2.839005295878412,2.580730712900279
206,134,75.8966085151583,26.8888932036418,4.0,135,589046.6059534196,2974444.363256903,9561,10163,11254,11471,14512,14812,13769,0.1170380633491124,2.417061243499176,0.0102305278952393
207,169,75.8633901188412,26.8934798383203,4.0,170,585743.9090988456,2974929.482637554,8498,9134,10203,10719,12537,13593,12796,0.0781733746130027,2.7793315743183697,0.0404133180252581
208,294,75.8059164685925,26.9769508668437,1.0,295,579977.0130120588,2984137.5105234096,9021,9247,9828,10559,14953,16028,13614,0.172232674819692,2.437795084944101,0.0346986862915979
209,301,75.850059112303,26.870946349201,1.0,302,584436.6834936222,2972424.614108642,8060,8343,9122,9032,14243,12465,10232,0.2238882921589679,2.5857051144874705,2.387224801557577
210,240,75.7564538893447,26.922332270437,1.0,241,575104.5043744957,2978057.366913641,8126,8346,9079,8927,13804,11661,9824,0.2145528133386115,2.657474981427249,2.4894168466522584
211,37,75.7799861739344,26.8412746322507,2.0,38,577496.2580842806,2969093.3283950016,8558,8825,9312,9472,10261,9947,9410,0.0399837835098563,3.299800745925493,3.2275336500395726
212,146,75.8763384723134,26.8910780634322,4.0,147,587031.7194546266,2974672.281376269,8950,9420,10217,10553,12699,14143,13123,0.0922931360743158,2.7515273171583057,0.0537962893972131
213,53,75.78549392828,26.8442778971443,3.0,54,578041.4471874015,2969429.354702413,8331,8568,9379,9191,15019,12027,10146,0.2407269723254843,2.4549553242068924,2.312504621755519
214,289,75.8099576965378,26.9835567202159,1.0,290,580373.3765000522,2984871.776448962,8187,8484,9217,9302,13842,13920,11688,0.1961631524369158,2.641528253610293,0.002809595850443
215,121,75.9009681810487,26.888572022082,1.0,122,589479.8600528215,2974411.859590258,7802,8165,8952,8844,13510,11962,10105,0.20873221794757,2.7147181907220967,2.512091708542704
216,24,75.8049934784888,26.9076701168219,4.0,25,579934.2683800401,2976463.059162655,9117,9634,10572,10628,15203,14044,12219,0.1771127714761326,2.362948593598439,2.2011488357780213
217,284,75.8153936777878,26.9765128246624,1.0,285,580917.8567837485,2984095.02754628,8214,8351,8647,8771,13027,11939,10051,0.1952472703917782,2.8216296022884437,2.581430745814297
218,299,75.874617343663,26.9339739619637,1.0,300,586827.9495958035,2979422.4854248497,8112,8291,8858,8884,12858,12124,10308,0.1827798730567557,2.833671025971621,2.593947642302448
219,182,75.7524221852833,26.8965732989007,4.0,183,574721.1614918575,2975201.827493504,9117,9809,11008,11656,12791,13700,13462,0.046426964453716,2.6788100340350325,0.034313540447699
220,142,75.8733940518019,26.8936784623032,1.0,143,586737.3008719803,2974958.2952226438,7946,8246,9124,8919,14578,11911,9978,0.2408392560752426,2.5348915703316077,2.373400279361236
221,288,75.8262780401632,26.9854219023445,1.0,289,581991.5837360331,2985088.868340622,7911,8083,8480,8521,12012,11039,9512,0.1700189938148338,3.02576615264492,2.8008763177302383
222,161,75.8658420835028,26.8934744971889,4.0,162,585987.430575302,2974930.553377436,8860,9473,10587,11053,13192,13291,12539,0.0882243761600326,2.6464948063417197,0.0037382471774345
223,292,75.8326507457693,26.9494394304467,1.0,293,582650.2418191388,2981107.401975657,7796,8020,8429,8467,11232,10379,9124,0.1403624549469509,3.190732923045607,2.9930590902780856
224,122,75.906963264049,26.8902870711429,1.0,123,590073.9324469258,2974606.077205299,7910,8258,9077,8848,14543,11930,9860,0.2434697105724413,2.543183742591014,2.37687455142975
225,295,75.8098022646938,26.9727542070544,1.0,296,580365.6246338135,2983675.132697913,9126,9267,9763,10383,15650,16663,13628,0.2023201321399754,2.3471845118639973,0.0313496116114256
226,75,75.7798412498884,26.8390076373905,2.0,76,577483.4016659688,2968842.1411661026,8831,9244,10468,10848,13868,12965,12139,0.1221880563197923,2.5532544378698123,2.408713151716161
